,returned
0x067Ef3c16F47cca6a3ACB5942C6D4BC89Ed0A8B1,0.583995852983105190
0x8F311B46B213759D106EcB4eCD024A3ee09d0895,0.051669420715390997
0x56A7F9F78E491b93e39216Fa8Cb1e99b57bb5a68,0.017170118162101313
0x81B47C0803e94768Bdb05B9b00B18D609579DCcb,0.822416816053087363
0x04446f57C6B5bf61d46d44EB0fbf37d7f34b27B4,0.083339021475995895
0x6a93946254899A34FdcB7fBf92dfd2e4eC1399e7,0.422863152004442522
0x6a0A48c694331002b63253b56F7D590086F4b9B4,0.030830077780941122
0x38B807A474553d3f5eb3E93B3927383fbe4Bb2A7,0.087723865987346730
0x2a3373Cd43b53a91f6D364e7AD5Ed4164b1adf4b,0.030002676812588398
0x7F662Ad0828A7464A3D83c46E3590ef2Cb977b32,0.055844927022764543
0xDf7213aBd8b930Adf74Af50dFBFa5e162C3D3950,0.057317084512279057
0x779d8b58dC018a986B85A5Bf34dE6eC44E1dcdF2,0.101800868330894190
0xE2974AC15aAB159Db17738B06e1bE0d7dF72e74e,0.019853257359723236
0xDd9118EF8E9c738b3a70A90474C79BeaBDA5004C,0.039825871084601984
0x29687E2a2b38bbc1f4f9069f1f24F13a3c83d27D,0.125003559554940469
0x1d67a05637C940D4490C0a390621d51d7F840786,0.134341076904068268
0x00ea67d1E6caB97994e75C800bC65bF632598802,0.038071284098499386
0xa2d4d7b5C20353833402ba7F3fE49e4ced5Eaa92,0.017007355918623547
0xA221C771a28846395CbC948410C7269E1e12A1aF,0.016633484310419711
0x3113558EA6918c3ae1D9247D1d7a3F9efF5888D8,1.187589962233989827
0x57cFFBCFBd17ee93fdB44c8F77e07e3a9F707127,0.110094620307065322
0xFdDda9224aE4558AF2882080d70959F6c3Fb06C7,0.020583769106726747
0xaAa313393E79ea3454939e843E0AA8DEC66A9949,0.255380620159414040
0xb84848Ce4a46a44f06864B5deCc2fe07b842CF30,1.107199087282912942
0xc627534f95656fA358010D59f3FDDB7123BbcE91,0.172938502705867081
0x4eBc7454948a6927737572D81618c4600d3c4566,0.052869298271639859
0x6c4d27d3aE62B6C1eAa9b732377F7Ddf3cF2B1E6,0.151581865853281289
0x2522a5A74A34149A1d43EeEe336d438eB9565a55,0.061429314138466237
0xB10a072C2a0Fdd8E32a2280eda473Bf0A335fe35,0.267586951732847800
0xf25a823D031EADb2D0C344515EBa58Bca524Cd9F,0.010318477725392527
0xe9aeE0AE983498caeb04DFDCe57d79079BAc8cC5,0.191011189318901653
0x9204bac52BC340C192c600f86691F2ba1DAF43c9,0.177684839941341099
0xE05C805e27e419a77CC8a6ab72C55586AA24fc18,0.092426794667056611
0xFd9E173edb21beF255D774c7B51314F92e9f31F9,0.019763138079674773
0x0199a54Ad38f4D55b3819517D3FEA232Ae33f673,1.950092392762121429
0xeabE5acB1b5b95bEb0165BC2Ac149dd5D5bB5022,0.414130873904505592
0xccc452F390544948E13A32E7A32933F0B478B988,0.223257371764888829
0x3efcb1c1B64E2ddd3ff1CAB28aD4E5BA9CC90C1c,0.154658362850633557
0xa50Ec178Bd0B184A890AB6d2e7a757a01Db3a702,0.032907042745479106
0xdDF06174511F1467811Aa55cD6Eb4efe0DfFc2E8,0.086532463141726357
0x814fcC59F54C375729084f48A91eAfD232e8F19e,0.283779601771278311
0x32a59b87352e980dD6aB1bAF462696D28e63525D,0.076641429080447146
0xBaaEb7Aae88C94D682Dd779318c4fe0fc450eB3f,0.004424095922238720
0x85bBE859d13c5311520167AAD51482672EEa654b,0.011263881017328468
0xC02bFC8c96477d82Ae78d3212b802C4bfC820F90,0.138762030877285503
0xd3AFAb123A5e6f6BE87291935B5FE5056bB64b6b,2.231823777064728898
0x1dA158559F54d81B13dda7b9602cB5E09468aC09,0.000006208613040283
0xf347e10cbB654525B7D7931102F0ef9543b7fAB5,0.056613544007985357
0x5b607d28180F7260c6726048E909CB8f1A271CE0,0.012755438996345028
0xC5B6F66e885C22e366f04d5B025bd2ea78709c90,0.014064281660651032
0x50Fa2dF1eF3F072496200b74d5d00112ab335980,0.034726616552878793
0xB319D8f7E603C372D0135C145DD8b0Ab77C02Aee,0.329675542586118087
0xBaD292Dbb933Aea623a3699621901A881E22FfAC,0.144532448929223595
0xAbBf4737089AD6FF18c74A53BBe92C04A44d517b,0.085077737070626436
0x8fBCeF7958D17b0390F2d94BA124e5AA8a0183e8,0.083603636822240077
0x3ddd81300529Ce3641D6c57DC8D95D550763cb0C,0.192418077605427923
0xA50341f5e72eD061cD0adbD338cbF070DC45784C,0.156283083747864537
0x775797e5CBA871DdF85496d96B201FFdecF83ea7,0.073655895803348817
0x1361D2a1De89F83f61BCba6c6EB72aeE3433cFac,0.148294060986234877
0xD278Ace93eaed23397392984EbDe61CC05787D36,0.112466864589098353
0x736DdE3E0F5c588dDC53ad7f0F65667C0Cca2801,0.172824962993523207
0xb1f1105B2E374E37717F8D60696C621927271989,0.005732694090595764
0x78B3367B0F547Cd16Bac453F788956AfcE92447B,0.013542559140440410
0x669184D1fE949249857439232ee67d7ADb25D0AE,0.000001821965775915
0xADFb7128405F0fB411EB0F67F5a95bEAC11F9326,0.578739937505205915
0x8fE0404edBE8Cef4E6D323D23074901bFab868E2,0.024077553598607013
0x9C258268d067ed41C7E6e6042671CE416713FBDE,0.225565245572896811
0x818269A1FdEe562F1A0E264445097a6b499b5B06,0.032966586570141197
0x2CfdC3A7D7f597426f37fbAE1c45a3d9F1C8b190,0.049763387366851417
0xFfD7Fd0B03B42f12C2079D2717f504fAE5597e56,0.142052916342717078
0xFb2C9ef51B78c2Bba2492F00A90144fd815a47b9,0.067248593547615795
0xe99794E0a0fCc1E8D85A1e47DA202D054b6B4f6A,0.016123286799523472
0xF721370944D3321D0d3A949eF2d8446e64C352D7,0.082936733067673504
0x7d2855c1472266601aF0F8206b0e12a87D934760,0.054983319618216939
0x5D58518c1902ED78C48D77EBe71fEEdE67419438,0.017980790302695410
0x0a132393e503AaE04A182FdbFFdFedA2186fC6d7,0.188345525294003974
0xbDfA4f4492dD7b7Cf211209C4791AF8d52BF5c50,2.647972401644980156
0xe6A00CE003606200BF5b55d4585447d0cBcbFCeE,0.139252562450185885
0x4A8f956087B50dB1D4a228290E1a36D6414BfAd6,0.052274571170327744
0xd1faa4bAa831B8CDBabaA95237274a346415a806,0.178382193461750910
0x9E78753e2850338aEBd3C663A30b5D69f222bfc3,0.099192147039390138
0xf336A317C40e6118d23d0b21C761e6e74AEc2Ce4,0.045974284429026152
0x00b3230E7215E3DfB85f576326630ad24E89848e,0.414844259941873073
0x848ccA512613b9F87a45842a9B6CEf0AdefD0863,0.000003795586322958
0x3831d812f87814B2203615D1bf1A647d1c1816c5,0.032370350132682989
0xBee1a8D95c3308Af7A16c9490F720a7A0292896a,0.317861450593769135
0x05CCF46673Ab0BE3Da43e847CF2438B6476fA1d0,0.128847566545673392
0xb7BF2dab7e3C18B01159377c2Ec23C644E2158d9,0.062006227992431752
0xa0dEB6aD8F5D508557D11e1f381BBd62299F5664,0.010475215163724990
0xe7E9EA373F253E71D12F6896785777A6a55189F4,0.258185043459114361
0x8f11A1F0C189347Fb0479f84E8cd8b7dfBd52c7d,0.293808821687983113
0xa1041b7935a9DB8C6328d1F36e885F5C9dc00755,1.001838116315339366
0xe04d779b643DF2e4015450DB71E77a1cBFFf6817,0.019860633633881491
0x39DE56518e136d472Ef9645e7D6E1F7c6C8Ed37b,0.874609018387643267
